StateDesc,CityName,Data_Value,Low_Confidence_Limit,High_Confidence_Limit
Illinois,Palatine,9.1,8.5,9.8
Texas,Dallas,7.5,6.9,8.2
New Mexico,Albuquerque,9.8,9.4,10.3
Tennessee,Knoxville,10.8,10.1,11.8
California,Tustin,7.3,7.0,7.7
California,Torrance,7.0,6.6,7.4
California,Los Angeles,8.9,8.1,9.8
Oklahoma,Norman,8.9,8.4,9.4
New York,New York,9.4,8.8,10.1
Texas,San Antonio,8.5,8.0,9.1
Michigan,Southfield,10.6,10.0,11.3
North Carolin,High Point,11.3,10.5,12.1
Arizona,Phoenix,11.4,10.7,12.4
New York,New York,8.9,8.5,9.4
California,Vista,8.6,8.1,9.1
Arizona,Phoenix,11.3,10.6,12.0
Nevada,Henderson,8.1,7.7,8.6
Virginia,Virginia Beach,8.9,8.4,9.5
Arizona,Mesa,9.3,8.4,10.6
Kentucky,Louisville,13.2,12.6,13.9
Texas,Arlington,8.9,8.5,9.5
Indiana,Bloomington,8.8,8.3,9.3
Florida,Orlando,7.2,6.9,7.5
Texas,Houston,9.1,8.6,9.6
Illinois,Chicago,8.9,8.5,9.5
Texas,Austin,7.0,6.7,7.4
Indiana,South Bend,12.6,11.8,13.5
California,El Cajon,9.8,9.4,10.2
Nevada,Henderson,8.4,7.8,9.0
Minnesota,St. Paul,8.8,8.4,9.2
California,Los Angeles,7.1,6.9,7.4
Rhode Island,Providence,12.0,11.4,12.7
New York,New York,11.6,10.8,12.5
Texas,Austin,8.0,7.6,8.4
Texas,Dallas,10.6,9.8,11.4
Texas,Odessa,8.0,7.5,8.6
California,Citrus Heights,10.3,9.8,11.0
California,San Francisco,7.9,7.4,8.4
Ohio,Akron,12.3,11.8,12.8
Minnesota,Duluth,9.5,8.9,10.5
California,Concord,8.9,8.3,9.5
Washington,Federal Way,9.1,8.8,9.5
California,Clovis,10.0,9.4,10.7
Minnesota,Bloomington,7.4,7.0,7.9
California,San Diego,7.2,6.8,7.6
Ohio,Columbus,14.6,13.3,16.3
Louisiana,Lafayette,8.8,8.3,9.6
Texas,Houston,8.1,7.5,8.6
Illinois,Schaumburg,8.2,8.1,8.4
Texas,Houston,9.6,9.0,10.3
Kansas,Wichita,10.4,9.8,11.0
Texas,Dallas,7.8,7.4,8.2
Texas,Baytown,9.5,8.9,10.0
Michigan,Grand Rapids,12.1,11.3,13.0
Illinois,Chicago,8.6,8.0,9.4
Texas,San Antonio,7.5,7.3,7.8
Illinois,Chicago,9.1,8.7,9.5
Kansas,Overland Park,8.6,8.2,9.1
New Jersey,Jersey City,7.4,7.1,7.7
Hawaii,Honolulu,9.7,9.3,10.0
Florida,Cape Coral,,,
Ohio,Youngstown,9.1,8.7,9.7
Texas,San Antonio,9.6,8.9,10.4
Virginia,Chesapeake,9.0,8.5,9.7
California,Menifee,8.9,8.5,9.3
Indiana,Gary,12.9,12.1,13.8
New Jersey,Camden,10.4,9.7,11.1
North Carolin,Charlotte,8.3,7.9,8.8
Virginia,Newport News,10.0,9.6,10.4
Washington,Seattle,9.0,8.5,9.6
North Carolin,Charlotte,7.3,7.0,7.7
Florida,Port St. Lucie,7.7,7.2,8.3
Arizona,Tucson,12.0,11.1,12.8
Florida,Hollywood,6.9,6.4,7.4
Colorado,Greeley,9.6,9.1,10.2
Tennessee,Nashville,13.3,12.4,14.3
Connecticut,Stamford,8.3,8.0,8.7
Arizona,Phoenix,13.4,12.4,14.3
Washington,Spokane,,,
California,Fontana,10.0,9.1,11.0
New York,New York,9.9,9.5,10.5
Connecticut,New Haven,9.6,9.2,10.0
New York,Mount Vernon,13.2,12.4,14.1
Illinois,Joliet,10.0,9.1,10.9
Texas,Round Rock,8.2,7.9,8.6
Washington,Bellevue,8.1,7.8,8.4
Arizona,Phoenix,11.4,10.6,12.3
Texas,Fort Worth,14.4,13.2,15.6
California,Oceanside,8.9,8.3,9.5
Ohio,Toledo,14.9,13.7,16.2
Alabama,Huntsville,10.8,10.1,11.5
Rhode Island,Providence,11.7,11.2,12.4
Nevada,Las Vegas,8.2,7.8,8.8
Arkansas,Fort Smith,9.4,8.9,10.0
California,Fontana,9.8,9.0,10.7
Idaho,Boise City,8.9,8.4,9.6
Florida,Deltona,8.5,8.0,9.0
New Mexico,Santa Fe,9.0,8.7,9.3
Illinois,Naperville,8.1,8.0,8.2
Louisiana,New Orleans,10.3,9.5,11.2
Arizona,Glendale,10.4,9.9,11.0
Texas,San Antonio,9.0,8.5,9.6
Florida,Orlando,11.6,10.7,12.8
Oregon,Hillsboro,10.0,9.4,10.9
Connecticut,New Britain,10.9,10.3,11.7
Alabama,Huntsville,8.0,7.5,8.7
Maryland,Baltimore,14.3,13.2,15.6
Michigan,Livonia,10.5,9.9,11.2
California,San Diego,8.0,7.4,8.9
Arizona,Chandler,8.7,8.2,9.2
Iowa,Cedar Rapids,9.4,9.0,10.1
Michigan,Detroit,11.5,10.9,12.5
New Jersey,Clifton,8.6,8.1,9.2
Minnesota,St. Paul,7.8,7.3,8.6
Michigan,Detroit,9.5,9.2,9.9
Nebraska,Omaha,9.7,9.1,10.4
South Carolin,Charleston,7.7,7.2,8.2
Illinois,Springfield,9.2,8.8,9.7
Alaska,Anchorage,9.3,8.8,9.9
New York,New York,10.1,9.4,10.9
California,Los Angeles,8.9,8.2,9.6
California,Huntington Beach,8.9,8.4,9.4
California,Manteca,10.1,9.5,10.8
Nevada,Sparks,,,
Mississippi,Jackson,11.6,10.8,12.5
California,Anaheim,7.7,7.3,8.2
California,Tracy,9.4,8.8,10.1
Colorado,Pueblo,9.8,9.3,10.3
New Mexico,Albuquerque,10.4,9.9,11.1
California,West Covina,7.0,6.7,7.3
New York,New York,9.4,8.7,10.2
Rhode Island,Pawtucket,12.0,11.2,12.9
New Jersey,Union City,8.4,7.7,9.3
Tennessee,Memphis,9.3,8.9,9.7
Illinois,Bolingbrook,9.5,9.0,10.0
New York,New York,9.0,8.7,9.4
Arizona,Avondale,10.5,9.9,11.2
Mississippi,Gulfport,8.9,8.4,9.5
New York,New York,9.0,8.7,9.5
Michigan,Ann Arbor,8.9,8.5,9.5
North Carolin,Fayetteville,9.7,9.3,10.1
California,Roseville,8.3,7.9,8.8
Colorado,Denver,9.6,9.0,10.2
Illinois,Chicago,9.2,8.6,9.8
Florida,Orlando,,,
Washington,Kent,10.3,9.8,10.7
Georgia,Atlanta,11.1,10.1,12.2
Oklahoma,Broken Arrow,9.3,8.8,10.0
Iowa,Sioux City,8.1,7.6,8.7
Tennessee,Memphis,,,
California,Ontario,8.4,8.0,9.0
Arizona,Phoenix,9.1,8.6,9.7
Georgia,Savannah,10.3,9.7,11.1
California,Stockton,11.0,10.6,11.5
California,Napa,8.9,8.7,9.0
Ohio,Columbus,10.8,10.2,11.4
Utah,Layton,8.5,8.1,8.9
California,Los Angeles,7.4,6.9,8.0
California,Los Angeles,10.1,9.2,11.0
Florida,Tampa,6.9,6.6,7.1
California,Riverside,8.6,8.0,9.5
California,Los Angeles,7.4,7.1,7.7
Texas,Beaumont,7.6,7.0,8.5
North Carolin,Greensboro,7.9,7.7,8.3
Texas,Dallas,7.1,6.8,7.6
California,Los Angeles,8.4,7.9,9.0
Nevada,North Las Vegas,8.8,8.4,9.3
Kansas,Wichita,10.3,9.6,11.2
Oklahoma,Tulsa,8.2,7.7,8.7
Connecticut,Stamford,8.0,7.5,8.5
New Jersey,Elizabeth,8.8,8.7,8.9
Illinois,Chicago,7.7,7.2,8.5
Texas,San Antonio,8.2,7.5,8.9
Tennessee,Knoxville,10.0,9.3,11.0
California,Los Angeles,8.8,8.3,9.4
California,Los Angeles,7.4,7.0,7.9
North Carolin,Gastonia,10.0,9.4,10.6
Tennessee,Memphis,8.6,8.2,9.1
New York,New York,10.0,9.4,10.7
California,Hesperia,10.0,9.4,10.6
Indiana,Indianapolis,8.8,8.3,9.5
Florida,St. Petersburg,7.7,7.3,8.0
Iowa,Des Moines,9.0,8.5,9.6
California,Los Angeles,7.4,7.1,7.7
Louisiana,Shreveport,8.4,8.0,8.9
Illinois,Aurora,10.2,9.6,10.9
California,Livermore,8.4,7.9,9.0
New York,New York,11.6,11.0,12.2
Tennessee,Knoxville,10.1,9.5,10.8
Texas,Houston,10.5,9.8,11.3
Illinois,Chicago,8.6,8.2,9.0
Massachusetts,Fall River,10.5,9.7,11.4
Illinois,Chicago,7.9,7.4,8.7
California,Los Angeles,8.7,8.1,9.3
California,San Jose,7.1,6.7,7.5
Ohio,Canton,9.0,8.5,9.7
New York,New York,9.9,9.4,10.4
Oklahoma,Oklahoma City,12.0,11.3,12.7
Oregon,Portland,9.5,9.1,10.0
Colorado,Colorado Springs,9.1,8.6,9.8
Oklahoma,Oklahoma City,12.2,11.4,13.0
Delaware,Wilmington,9.8,9.3,10.4
Connecticut,New Haven,11.7,11.1,12.5
Arizona,Phoenix,9.1,8.7,9.4
Kentucky,Lexington,10.5,9.9,11.3
Illinois,Chicago,11.6,10.8,12.6
Missouri,O'Fallon,9.1,8.5,9.8
Illinois,Arlington Heights,8.6,8.0,9.3
Arizona,Glendale,9.8,9.2,10.4
Washington,Bellevue,8.2,7.8,8.8
New York,New York,12.6,11.7,13.5
Utah,Salt Lake City,9.7,9.1,10.3
California,Ontario,9.4,8.9,10.1
Iowa,Davenport,8.4,7.9,9.1
Pennsylvania,Pittsburgh,,,
California,Los Angeles,7.4,6.9,8.1
Virginia,Chesapeake,8.3,7.7,8.9
Nevada,Las Vegas,8.8,8.4,9.3
California,Santa Ana,9.7,8.7,10.6
Texas,Pasadena,9.3,8.4,10.2
Texas,Corpus Christi,9.0,8.3,9.9
Michigan,Grand Rapids,10.7,10.1,11.5
Minnesota,Minneapolis,9.9,9.2,10.6
Texas,Odessa,9.0,8.5,9.7
New Jersey,Jersey City,7.0,6.6,7.7
Texas,San Antonio,8.3,7.6,9.2
Texas,Carrollton,7.7,7.2,8.4
California,Buena Park,7.9,7.6,8.2
Michigan,Detroit,14.1,13.1,15.2
California,San Diego,8.1,7.8,8.6
Nevada,Sparks,8.8,7.9,9.8
Wisconsin,Racine,10.0,9.4,10.6
California,Hemet,8.8,8.3,9.3
New York,New York,10.9,10.1,11.9
New York,New York,10.8,10.3,11.4
New York,New York,11.0,10.4,11.8
California,El Monte,8.3,7.5,9.1
Minnesota,Rochester,,,
Tennessee,Murfreesboro,9.6,9.0,10.3
Texas,Dallas,11.1,10.5,11.7
South Carolin,Columbia,9.0,8.4,9.7
New York,New York,12.8,11.9,13.8
New York,Buffalo,13.1,12.4,13.9
Nevada,Las Vegas,7.6,7.2,8.1
California,Union City,7.9,7.6,8.3
California,San Diego,8.4,8.1,8.8
Texas,El Paso,7.7,7.1,8.6
Louisiana,New Orleans,10.7,9.7,11.8
North Carolin,Charlotte,9.6,9.0,10.3
Minnesota,Minneapolis,8.7,8.2,9.3
New York,New York,11.6,10.8,12.4
Massachusetts,Cambridge,9.8,9.5,10.2
California,Rancho Cucamonga,8.9,8.4,9.4
California,Los Angeles,8.4,7.9,8.8
Pennsylvania,Philadelphia,9.5,8.8,10.4
California,Alhambra,7.0,6.6,7.4
Kansas,Kansas City,11.1,10.4,11.8
New York,New York,8.9,8.4,9.4
Tennessee,Memphis,12.0,11.3,12.8
California,Riverside,8.8,8.3,9.3
California,Antioch,9.0,8.6,9.4
Florida,Tampa,9.0,8.5,9.5
Georgia,Sandy Springs,8.6,8.1,9.2
Kentucky,Louisville,10.6,10.2,11.1
Pennsylvania,Philadelphia,9.4,8.8,10.4
New Jersey,Newark,9.5,8.7,10.3
Indiana,Indianapolis,10.7,10.1,11.4
Texas,Mesquite,8.4,8.0,9.0
Maryland,Baltimore,15.5,14.5,16.5
Missouri,Springfield,10.4,9.9,11.0
Tennessee,Memphis,12.2,11.4,13.3
California,Temecula,8.4,8.0,8.9
California,Vacaville,9.0,8.6,9.4
New York,New York,9.9,9.3,10.6
Texas,Dallas,9.4,9.3,9.4
South Carolin,Columbia,7.6,7.1,8.1
Florida,Largo,7.9,7.8,8.0
Texas,Corpus Christi,8.4,7.9,9.0
Missouri,Lee's Summit,8.9,8.3,9.8
Arizona,Phoenix,8.8,8.3,9.4
California,Ontario,9.6,8.8,10.5
North Carolin,Greensboro,7.8,7.5,8.3
Florida,Sunrise,6.8,6.5,7.2
Rhode Island,Cranston,10.7,9.9,11.5
New York,New York,9.1,8.7,9.7
Ohio,Akron,11.6,11.0,12.3
New York,Buffalo,10.5,9.9,11.3
Washington,Renton,9.3,8.9,9.8
California,Buena Park,7.4,7.1,7.8
California,Los Angeles,8.6,8.0,9.3
Washington,Vancouver,11.9,11.1,12.7
Kentucky,Louisville,9.8,9.3,10.5
New York,New York,11.7,10.8,12.6
Georgia,Albany,10.9,10.7,11.2
Missouri,Springfield,9.8,9.1,10.6
Illinois,Peoria,9.1,8.6,9.7
Arizona,Mesa,9.9,9.3,10.7
California,San Marcos,8.7,8.3,9.2
California,Modesto,9.3,8.9,9.8
New York,New York,9.4,8.7,10.1
California,Fresno,10.2,9.7,10.9
Pennsylvania,Philadelphia,12.8,11.8,13.9
Arizona,Phoenix,11.0,10.0,12.3
California,Ontario,9.2,8.6,9.8
Arizona,Phoenix,11.4,10.8,12.0
California,Hayward,8.3,7.9,8.8
Colorado,Denver,7.8,7.5,8.2
California,Glendale,9.1,8.5,9.9
California,Oakland,9.5,9.1,10.0
North Carolin,Raleigh,7.4,7.0,7.9
Hawaii,Honolulu,10.6,10.0,11.3
California,Torrance,6.6,6.3,7.0
California,San Francisco,7.7,7.3,8.2
Texas,Amarillo,9.4,8.8,10.1
Michigan,Wyoming,11.2,10.5,12.0
California,Chula Vista,8.5,7.9,9.1
Michigan,Detroit,13.9,13.0,14.9
Illinois,Peoria,10.2,9.4,11.1
Oregon,Salem,11.4,10.8,12.2
Georgia,Columbus,10.4,9.8,11.0
California,Thousand Oaks,7.9,7.6,8.2
District of C,Washington,11.8,10.4,14.6
Massachusetts,Somerville,9.8,9.2,10.4
Florida,Fort Lauderdale,11.0,10.0,12.3
Georgia,Savannah,10.8,10.0,11.7
New York,New York,11.8,11.0,12.7
California,Rancho Cucamonga,9.1,8.7,9.6
Indiana,Indianapolis,12.2,11.5,13.0
New Jersey,Union City,8.5,7.7,9.3
Illinois,Chicago,7.7,7.4,8.0
New Jersey,Union City,8.7,7.8,9.6
Texas,El Paso,7.3,6.9,7.9
Oklahoma,Tulsa,8.8,8.4,9.4
California,San Diego,7.2,6.6,8.2
New York,New York,13.4,12.5,14.3
Pennsylvania,Pittsburgh,13.6,12.7,14.7
Washington,Renton,10.0,9.5,10.5
New York,New York,9.7,9.0,10.4
District of C,Washington,13.9,12.7,15.3
Washington,Renton,9.9,9.5,10.3
Texas,Laredo,7.7,7.0,8.7
New Jersey,Trenton,11.9,11.1,12.8
California,Irvine,7.2,6.9,7.6
North Carolin,Greensboro,9.4,8.8,10.0
North Carolin,Fayetteville,8.9,8.4,9.6
Florida,Boca Raton,6.7,6.3,7.3
New York,Yonkers,9.6,9.0,10.2
Ohio,Youngstown,11.8,11.2,12.5
California,Murrieta,8.5,8.1,9.0
New Hampshire,Manchester,10.6,9.9,11.6
California,San Bernardino,10.8,10.0,11.6
Colorado,Fort Collins,10.4,9.7,11.1
New York,New York,9.6,9.0,10.2
New York,New York,10.1,9.4,10.9
Ohio,Cleveland,15.8,14.7,17.1
Texas,Dallas,10.8,10.0,11.6
California,Salinas,9.0,8.5,9.6
Texas,Lewisville,8.2,7.7,8.7
South Dakota,Rapid City,8.5,8.1,9.1
Florida,Palm Bay,8.5,8.0,9.1
Idaho,Boise City,9.0,8.5,9.6
California,San Bernardino,10.6,10.5,10.7
Nebraska,Omaha,7.0,6.6,7.6
Texas,San Antonio,7.2,6.9,7.7
Missouri,St. Joseph,9.1,8.7,9.5
Minnesota,Minneapolis,9.4,8.9,10.1
California,Folsom,8.4,8.0,8.9
California,Pomona,8.1,7.7,8.5
Washington,Seattle,9.3,8.8,9.9
Tennessee,Memphis,11.3,10.6,12.1
Missouri,Kansas City,10.1,9.7,10.5
California,San Diego,7.5,7.1,7.9
North Carolin,Charlotte,6.9,6.6,7.4
Massachusetts,Springfield,12.7,12.2,13.3
Michigan,Dearborn,14.4,13.1,15.8
New York,Albany,11.2,10.5,11.9
Illinois,Chicago,12.4,11.5,13.6
Utah,Ogden,9.0,8.5,9.6
California,San Jose,7.9,7.4,8.5
Texas,Houston,9.6,9.0,10.2
Illinois,Chicago,8.3,7.8,8.8
Oklahoma,Oklahoma City,11.8,11.1,12.6
Georgia,Macon,12.6,11.6,13.7
Montana,Missoula,9.8,9.2,10.5
Wisconsin,Waukesha,10.0,9.4,10.5
California,Manteca,8.8,8.3,9.3
Texas,Beaumont,8.1,7.7,8.5
Texas,Houston,9.6,9.0,10.2
Utah,Ogden,10.3,9.5,11.1
Nevada,Las Vegas,8.1,7.7,8.5
Alabama,Montgomery,9.3,8.7,9.9
California,San Jose,8.0,7.5,8.7
Kentucky,Lexington,10.0,9.4,10.8
Alabama,Mobile,11.4,10.6,12.3
California,Bellflower,7.9,7.5,8.4
California,Long Beach,9.9,9.2,10.7
South Dakota,Sioux Falls,8.1,7.7,8.8
New York,New York,10.3,9.6,11.1
New York,Mount Vernon,10.8,10.2,11.5
Virginia,Suffolk,11.3,10.4,12.3
New York,New York,11.2,10.6,12.0
Arizona,Glendale,9.8,9.2,10.5
California,Temecula,8.2,7.8,8.7
California,Los Angeles,9.4,9.0,9.9
Ohio,Dayton,11.6,10.7,12.5
North Carolin,Wilmington,7.9,7.3,8.6
Nebraska,Lincoln,7.4,7.0,7.9
Hawaii,Honolulu,8.7,8.4,9.0
Virginia,Roanoke,9.2,8.5,9.9
Minnesota,Plymouth,7.3,7.0,7.8
Indiana,South Bend,11.7,11.1,12.5
Texas,Houston,7.4,7.0,8.0
New York,New York,8.8,8.2,9.4
Illinois,Chicago,7.9,7.4,8.6
Texas,Laredo,9.5,8.5,10.5
North Carolin,Charlotte,8.2,7.7,8.8
Indiana,South Bend,9.4,8.7,10.2
Indiana,Lafayette,10.2,9.5,11.1
Colorado,Thornton,10.5,9.8,11.3
Oklahoma,Oklahoma City,10.7,10.2,11.3
New York,New York,8.5,8.0,9.1
Wisconsin,Milwaukee,11.9,11.2,12.7
Texas,Houston,,,
Louisiana,Shreveport,9.1,8.5,10.0
Tennessee,Chattanooga,10.1,9.5,10.7
Colorado,Arvada,9.1,8.6,9.6
Florida,Deerfield Beach,7.0,6.6,7.5
Arizona,Phoenix,9.9,9.3,10.7
Virginia,Norfolk,11.9,11.0,13.1
North Carolin,Winston-Salem,12.7,11.7,13.8
Virginia,Norfolk,11.0,10.4,11.6
California,Pleasanton,8.1,7.7,8.7
Colorado,Colorado Springs,10.0,9.5,10.8
Massachusetts,New Bedford,13.5,12.8,14.4
Oklahoma,Oklahoma City,10.3,9.9,10.8
New York,New York,11.0,10.2,12.0
Texas,Austin,8.1,7.6,8.6
New Jersey,Jersey City,8.0,7.5,8.4
Arkansas,Little Rock,9.0,8.5,9.6
Florida,Deerfield Beach,7.0,6.5,7.5
Indiana,Fishers,9.1,8.7,9.7
Florida,Jacksonville,11.1,10.2,12.1
California,Mission Viejo,8.1,7.7,8.7
Texas,Dallas,,,
Florida,Boca Raton,6.9,6.8,7.0
Iowa,Waterloo,7.7,7.2,8.2
California,Roseville,8.6,8.1,9.2
Pennsylvania,Philadelphia,11.8,11.1,12.6
Louisiana,Kenner,7.2,6.9,7.7
New York,New York,9.1,8.6,9.6
California,San Bernardino,11.3,10.3,12.2
Arkansas,Fort Smith,12.1,11.6,12.7
Indiana,South Bend,11.6,10.9,12.4
California,Los Angeles,8.1,7.4,8.8
Texas,Killeen,10.6,9.9,11.5
Illinois,Chicago,7.5,7.2,7.9
New York,New York,11.0,10.5,11.6
Colorado,Denver,8.4,8.0,9.0
California,Los Angeles,8.1,7.6,8.8
California,Los Angeles,9.1,8.3,9.9
Louisiana,Shreveport,9.8,9.7,10.0
North Carolin,Cary,6.9,6.5,7.4
Virginia,Newport News,9.5,9.2,9.9
New York,New York,12.5,11.6,13.6
North Carolin,Raleigh,9.6,9.2,10.0
Indiana,Fort Wayne,9.4,8.8,10.0
Kansas,Wichita,10.5,9.9,11.2
Georgia,Athens,11.6,10.9,12.3
Arizona,Phoenix,11.3,10.5,12.4
Florida,Coral Springs,8.7,8.2,9.3
Nevada,Las Vegas,8.0,7.6,8.4
California,Merced,,,
Texas,Irving,9.3,8.9,9.8
Michigan,Flint,11.6,10.9,12.5
Illinois,Chicago,14.0,13.0,15.1
Nebraska,Omaha,9.7,9.0,10.5
Mississippi,Jackson,12.7,11.5,14.0
California,San Diego,,,
Washington,Federal Way,,,
California,Sunnyvale,7.0,6.6,7.3
California,Santa Rosa,9.7,9.1,10.4
California,Long Beach,9.1,8.6,9.8
Kansas,Lawrence,8.4,8.0,9.0
Iowa,Des Moines,9.9,9.2,10.8
North Carolin,Charlotte,7.7,7.3,8.2
Wisconsin,Milwaukee,13.9,13.0,14.9
California,Livermore,9.0,8.5,9.6
New York,New York,12.4,11.7,13.2
Virginia,Suffolk,9.4,8.8,10.0
New York,New York,10.0,9.5,10.5
Pennsylvania,Philadelphia,9.6,9.2,10.0
New Jersey,Jersey City,12.0,11.4,12.6
California,San Francisco,7.2,6.8,7.6
North Carolin,Charlotte,7.4,7.0,8.1
New York,New York,9.7,9.0,10.6
Arizona,Tempe,9.5,9.0,10.2
Colorado,Fort Collins,8.9,8.3,9.6
Virginia,Lynchburg,10.9,10.4,11.4
North Carolin,Raleigh,6.9,6.7,7.1
Illinois,Chicago,12.9,12.1,14.1
California,Long Beach,9.1,8.6,9.6
Washington,Federal Way,10.5,10.0,11.0
California,Fresno,9.7,9.2,10.3
Oklahoma,Edmond,8.7,8.2,9.3
Texas,College Station,8.3,7.7,9.1
Arizona,Glendale,10.9,10.3,11.5
Illinois,Chicago,9.4,8.8,10.0
West Virginia,Charleston,10.7,10.2,11.3
Arizona,Phoenix,12.3,11.6,13.0
Michigan,Detroit,14.3,13.2,15.6
California,San Francisco,9.1,8.6,9.9
California,Mission Viejo,8.3,7.8,8.8
Indiana,Indianapolis,12.7,11.9,13.8
Connecticut,Norwalk,8.9,8.8,9.0
Florida,Coral Springs,7.4,7.1,7.8
California,Stockton,8.7,8.2,9.4
Indiana,Indianapolis,10.2,9.9,10.6
Texas,Plano,7.8,7.4,8.2
South Carolin,Charleston,7.1,6.8,7.5
New Mexico,Albuquerque,10.5,9.8,11.3
California,Salinas,9.2,9.0,9.3
Kentucky,Louisville,13.9,13.2,14.8
Michigan,Farmington Hills,9.4,8.9,9.9
Texas,Grand Prairie,8.4,7.9,8.9
North Carolin,Charlotte,9.9,9.4,10.5
Florida,Cape Coral,7.8,7.4,8.3
New York,Buffalo,14.9,13.9,16.0
Oregon,Medford,10.9,10.2,11.7
Kansas,Topeka,10.1,10.1,10.2
Wisconsin,Milwaukee,13.5,12.4,14.8
Pennsylvania,Bethlehem,10.5,9.9,11.1
Texas,Arlington,8.0,7.6,8.6
New York,Rochester,13.1,12.5,13.9
Iowa,Cedar Rapids,7.9,7.6,8.3
California,Irvine,7.5,7.1,7.9
Massachusetts,Boston,11.3,10.1,13.0
Illinois,Rockford,10.9,10.2,11.7
Ohio,Canton,10.4,9.8,11.1
Illinois,Chicago,8.7,8.0,9.5
California,Redlands,9.0,8.9,9.2
Georgia,Atlanta,9.0,8.9,9.1
California,Oxnard,8.0,7.5,8.5
Kentucky,Louisville,11.6,10.9,12.9
Colorado,Denver,8.8,8.3,9.3
Oklahoma,Oklahoma City,10.1,9.7,10.7
Virginia,Hampton,10.8,10.3,11.5
California,Alhambra,7.0,6.7,7.5
Missouri,Columbia,9.1,8.6,9.8
Arizona,Phoenix,10.2,9.6,10.8
North Carolin,Greensboro,,,
Ohio,Cincinnati,9.3,8.7,10.0
Illinois,Chicago,9.9,9.5,10.5
New Jersey,Paterson,10.9,10.3,11.6
Arizona,Phoenix,11.5,10.7,12.5
Connecticut,Hartford,11.2,10.6,11.9
California,Lakewood,8.0,7.6,8.3
Washington,Auburn,9.1,8.6,9.8
New York,New York,8.8,8.5,9.1
California,San Buenaventura (Ventura),8.1,7.7,8.6
Alaska,Anchorage,9.2,8.7,9.7
New York,New York,12.3,11.6,13.1
Oregon,Beaverton,8.8,8.4,9.4
District of C,Washington,7.6,7.3,8.0
Michigan,Ann Arbor,8.2,7.8,8.7
California,Los Angeles,11.2,10.7,11.8
Nevada,Las Vegas,8.5,8.1,9.1
California,Los Angeles,7.3,7.0,7.8
Florida,Orlando,11.1,10.3,12.0
California,Sacramento,9.4,9.0,9.9
Maryland,Baltimore,14.5,13.3,15.6
New York,New York,14.4,13.2,15.7
Maine,Portland,10.9,10.3,11.8
California,Chico,8.8,8.2,9.5
Minnesota,Duluth,8.4,7.8,9.5
Florida,Largo,9.4,8.8,10.1
Kansas,Wichita,8.5,8.1,9.1
Texas,El Paso,7.6,7.2,8.1
California,Santa Clara,7.0,6.7,7.4
South Dakota,Sioux Falls,8.5,7.9,9.2
California,San Francisco,7.3,6.8,8.1
Illinois,Chicago,9.4,8.7,10.1
New York,New York,12.6,11.7,13.7
Florida,Tampa,8.1,7.6,8.8
Ohio,Cleveland,13.9,12.7,15.3
California,Santa Ana,8.5,8.0,9.2
California,Fresno,7.9,7.4,8.3
Tennessee,Nashville,9.2,8.6,10.0
California,San Jose,7.8,7.4,8.3
Ohio,Cincinnati,12.9,12.1,13.9
Georgia,Atlanta,6.9,6.6,7.4
New York,New York,10.2,9.5,10.9
New Jersey,Newark,10.5,9.8,11.1
Arizona,Phoenix,9.2,8.6,9.9
California,Milpitas,6.6,6.2,7.1
Oklahoma,Oklahoma City,9.0,8.5,9.8
Texas,El Paso,10.5,9.6,11.3
California,Fresno,10.4,9.8,11.0
California,Berkeley,8.0,7.4,8.7
New York,New York,11.0,10.3,11.8
New Jersey,Newark,12.8,12.0,13.7
Minnesota,Minneapolis,8.4,8.4,8.5
Oklahoma,Lawton,9.6,9.1,10.2
California,Long Beach,8.0,7.7,8.3
California,San Francisco,7.8,7.5,8.2
New York,New York,11.1,10.3,12.0
Michigan,Lansing,10.3,9.8,11.0
Connecticut,Norwalk,10.4,9.7,11.1
Texas,Tyler,8.4,7.9,9.0
Arizona,Phoenix,10.2,9.6,10.9
Florida,Lakeland,8.1,7.7,8.7
California,San Jose,7.8,7.5,8.2
California,Carlsbad,5.8,4.9,7.9
Florida,Hialeah,6.7,6.1,7.4
Massachusetts,Worcester,12.0,11.4,12.6
Ohio,Columbus,13.9,12.7,15.4
Texas,Houston,8.5,8.1,9.0
Wisconsin,Milwaukee,12.8,11.9,13.9
Texas,San Antonio,8.5,8.2,8.9
Colorado,Colorado Springs,10.0,9.5,10.5
Missouri,Lee's Summit,9.1,9.0,9.2
Indiana,Indianapolis,14.2,13.3,15.3
Colorado,Denver,10.1,9.6,10.6
Missouri,Kansas City,,,
Virginia,Lynchburg,9.0,8.6,9.6
New York,Buffalo,10.4,9.9,11.2
California,San Diego,7.8,7.3,8.5
Kansas,Topeka,10.2,10.1,10.3
Texas,Edinburg,6.9,6.4,7.5
Tennessee,Nashville,14.2,13.1,15.6
California,San Francisco,7.8,7.8,7.9
California,Ontario,8.8,8.4,9.2
Arizona,Phoenix,8.8,8.3,9.4
California,El Monte,6.5,6.0,7.1
California,Antioch,10.0,9.4,10.6
California,Sunnyvale,7.1,6.8,7.5
Texas,Lubbock,9.6,8.9,10.2
California,Los Angeles,8.8,8.2,9.4
Pennsylvania,Philadelphia,12.9,12.2,14.0
Arkansas,Springdale,10.5,9.8,11.2
California,Compton,10.7,10.1,11.4
California,San Bernardino,11.2,10.4,11.8
New York,New York,12.9,11.9,14.0
Ohio,Akron,10.0,9.6,10.6
